smiles,InChIKey
CN(C)CCCN1c2ccccc2CCc3ccc(Cl)cc13,GDLIGKIOYRNHDA-UHFFFAOYSA-N
Nc1nnc(c(N)n1)c2cccc(Cl)c2Cl,PYZRQGJRPPTADH-UHFFFAOYSA-N
CC(=O)N[C@@H](CS)C(=O)O,PWKSKIMOESPYIA-BYPYZUCNSA-N
CCCc1nc(c(C(=O)OCC2=C(C)OC(=O)O2)n1Cc3ccc(cc3)c4ccccc4c5nnn[nH]5)C(C)(C)O,UQGKUQLKSCSZGY-UHFFFAOYSA-N
NC(CO)(CO)CO,LENZDBCJOHFCAS-UHFFFAOYSA-N
CC(C)NCC(O)c1ccc(NS(=O)(=O)C)cc1,ZBMZVLHSJCTVON-UHFFFAOYSA-N
N[C@@H]1C[C@H]1c2ccccc2,AELCINSCMGFISI-DTWKUNHWSA-N
COc1ccccc1OCCNCC(O)COc2cccc3[nH]c4ccccc4c23,OGHNVEJMJSYVRP-UHFFFAOYSA-N
CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1,SNPPWIUOZRMYNY-UHFFFAOYSA-N
CC[C@@]1(O)C(=O)OCC2=C1C=C3N(Cc4cc5c(CN(C)C)c(O)ccc5nc34)C2=O,UCFGDBYHRUNTLO-QHCPKHFHSA-N
CC1=C(CCN2CCC(CC2)c3noc4cc(F)ccc34)C(=O)N5CCCCC5=N1,RAPZEAPATHNIPO-UHFFFAOYSA-N
CCS(=O)(=O)CCn1c(C)ncc1[N+](=O)[O-],HJLSLZFTEKNLFI-UHFFFAOYSA-N
CC[C@H](N1CCCC1=O)C(=O)N,HPHUVLMMVZITSG-LURJTMIESA-N
O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,UEJJHQNACJXSKW-UHFFFAOYSA-N
ClCCNP1(=O)OCCCN1CCCl,HOMGKSMUEGBAAB-UHFFFAOYSA-N
CN1CCc2cccc3c2[C@H]1Cc4ccc(O)c(O)c34,VMWNQDUVQKEIOC-CYBMUJFWSA-N
[Cl-].CC(=O)OCC[N+](C)(C)C,JUGOREOARAHOCO-UHFFFAOYSA-M
CCOC(=O)Nc1ccc2Sc3ccccc3N(C(=O)CCN4CCOCC4)c2c1,FUBVWMNBEHXPSU-UHFFFAOYSA-N
N[C@@H](CCC(=O)N)C(=O)O,ZDXPYRJPNDTMRX-VKHMYHEASA-N
[O-][N+](=O)c1cc(ccc1C(=O)C2C(=O)CCCC2=O)C(F)(F)F,OUBCNLGXQFSTLU-UHFFFAOYSA-N
C[C@H]1CN(C[C@H](Cc2ccccc2)C(=O)NCC(=O)O)CC[C@@]1(C)c3cccc(O)c3,UPNUIXSCZBYVBB-JVFUWBCBSA-N
CN[C@@H](C)[C@H](O)c1ccccc1,KWGRBVOPPLSCSI-WPRPVWTQSA-N
NC1=NC(=O)c2nc(CNc3ccc(cc3)C(=O)N[C@@H](CCC(=O)O)C(=O)O)cnc2N1,OVBPIULPVIDEAO-LBPRGKRZSA-N
COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(Cc2ccc(cc2)c3ccccn3)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C,AXRYRYVKAWYZBR-GASGPIRDSA-N
CC(N)Cc1ccccc1,KWTSXDURSIMDCE-UHFFFAOYSA-N
C(C(C1CCCCC1)C2CCCCC2)C3CCCCN3,CYXKNKQEMFBLER-UHFFFAOYSA-N
COC[C@@H](NC(=O)C)C(=O)NCc1ccccc1,VPPJLAIAVCUEMN-GFCCVEGCSA-N
C[C@@H]1CCN([C@H](C1)C(=O)O)C(=O)[C@H](CCCNC(=N)N)NS(=O)(=O)c2cccc3CC(C)CNc23,KXNPVXPOPUZYGB-IOVMHBDKSA-N
NC1=NC(=O)N(C=N1)[C@H]2C[C@H](O)[C@@H](CO)O2,XAUDJQYHKZQPEU-KVQBGUIXSA-N
C[C@]12CC[C@H]3[C@@H]([C@H](CCCCCCCCC[S+]([O-])CCCC(F)(F)C(F)(F)F)Cc4cc(O)ccc34)[C@@H]1CC[C@@H]2O,VWUXBMIQPBEWFH-WCCTWKNTSA-N
C[C@@H]1O[C@@H]1P(=O)(O)O,YMDXZJFXQJVXBF-STHAYSLISA-N
CN(C)CCCC1(OCc2cc(ccc12)C#N)c3ccc(F)cc3,WSEQXVZVJXJVFP-UHFFFAOYSA-N
CC(C)c1cc(OC(=O)C)c(C)cc1OCCN(C)C,VRYMTAVOXVTQEF-UHFFFAOYSA-N
OC[C@H](O)[C@H]1OC(=O)C(=C1O)O,CIWBSHSKHKDKBQ-JLAZNSOCSA-N
CCCCC1=NC2(CCCC2)C(=O)N1Cc3ccc(cc3)c4ccccc4c5nn[nH]n5,YOSHYTLCDANDAN-UHFFFAOYSA-N
O=C1CCc2cc(OCCCCc3nnnn3C4CCCCC4)ccc2N1,RRGUKTPIGVIEKM-UHFFFAOYSA-N
Cc1c(C)c2OC(C)(COc3ccc(CC4SC(=O)NC4=O)cc3)CCc2c(C)c1O,GXPHKUHSUJUWKP-UHFFFAOYSA-N
Fc1ccc(cc1)C(CCCN2CCC(CC2)N3C(=O)Nc4ccccc34)c5ccc(F)cc5,YVUQSNJEYSNKRX-UHFFFAOYSA-N
Cc1ncc(CO)c(CO)c1O,LXNHXLLTXMVWPM-UHFFFAOYSA-N
N[C@@H]1CONC1=O,DYDCUQKUCUHJBH-UWTATZPHSA-N
Clc1ccccc1C(c2ccccc2)(c3ccccc3)n4ccnc4,VNFPBHJOKIVQEB-UHFFFAOYSA-N
C[C@@H](c1ncncc1F)[C@](O)(Cn2cncn2)c3ccc(F)cc3F,BCEHBSKCWLPMDN-MGPLVRAMSA-N
NS(=O)(=O)c1cc(C(=O)O)c(NCc2occc2)cc1Cl,ZZUFCTLCJUWOSV-UHFFFAOYSA-N
COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@@H](C(C)C)C(=O)NCC(C)(C)C(=O)N)C(C)C)ccc1OC,UXOWGYHJODZGMF-QORCZRPOSA-N
OC(Cn1ccnc1)(P(=O)(O)O)P(=O)(O)O,XRASPMIURGNCCH-UHFFFAOYSA-N
Nc1ccc(C(=O)O)c(O)c1,WUBBRNOQWQTFEX-UHFFFAOYSA-N
CCOc1nc2cccc(C(=O)O)c2n1Cc3ccc(cc3)c4ccccc4c5nnn[nH]5,HTQMVQVXFRQIKW-UHFFFAOYSA-N
NC(=O)c1cnccn1,IPEHBUMCGVEMRF-UHFFFAOYSA-N
CO[C@@H]1C[C@H](C[C@@H](C)[C@@H]2CC(=O)[C@H](C)\C=C(/C)\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\C=C\C=C\C=C(/C)\[C@H](C[C@@H]3CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N4CCCC[C@H]4C(=O)O2)OC)CC[C@H]1OCCO,HKVAMNSJSFKALM-GKUWKFKPSA-N
CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H](N)CSSC[C@H](NC(=O)[C@H](CC(=O)N)NC(=O)[C@H](CCC(=O)N)NC1=O)C(=O)N3CCC[C@H]3C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N,XNOPRXBHLZRZKH-DSZYJQQASA-N
OC(CCN1CCCCC1)(C2CCCCC2)c3ccccc3,HWHLPVGTWGOCJO-UHFFFAOYSA-N
COc1ccc(cc1)C(CN(C)C)C2(O)CCCCC2,PNVNVHUZROJLTJ-UHFFFAOYSA-N
Cc1cccc(Nc2ccccc2C(=O)O)c1C,HYYBABOKPJLUIN-UHFFFAOYSA-N
Nc1ccc(cc1)S(=O)(=O)Nc2nccs2,JNMRHUJNCSQMMB-UHFFFAOYSA-N
CCC1(C)CC(=O)NC1=O,HAPOVYFOVVWLRS-UHFFFAOYSA-N
CN(C)CCC(c1ccc(Cl)cc1)c2ccccn2,SOYKEARSMXGVTM-UHFFFAOYSA-N
CC(=O)Nc1nnc(s1)S(=O)(=O)N,BZKPWHYZMXOIDC-UHFFFAOYSA-N
[O-][N+](=O)c1ccc(cc1)c2oc(\C=N\N3CC(=O)NC3=O)cc2,OZOMQRBLCMDCEG-VIZOYTHASA-N
CCCC(CCC)C(=O)O,NIJJYAXOARWZEE-UHFFFAOYSA-N
CS(=O)(=O)OCCCCOS(=O)(=O)C,COVZYZSDYWQREU-UHFFFAOYSA-N
CC(C)c1cccc(C(C)C)c1O,OLBCVFGFOZPWHH-UHFFFAOYSA-N
CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@@H]12,RYMZZMVNJRMUDD-HGQWONQESA-N
CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCSC)NC(=O)[C@H](CCC(=O)N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CO)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)CNC(=O)[C@@H](N)Cc3cnc[nH]3)[C@@H](C)O)[C@@H](C)O)C(C)C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc4c[nH]c5ccccc45)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(=O)N)C(=O)NCC(=O)NCC(=O)N6CCC[C@H]6C(=O)N[C@@H](CO)C(=O)N[C@@H](CO)C(=O)NCC(=O)N[C@@H](C)C(=O)N7CCC[C@H]7C(=O)N8CCC[C@H]8C(=O)N9CCC[C@H]9C(=O)N[C@@H](CO)C(=O)N,HTQBXNHDCUEHJF-XWLPCZSASA-N
CN[C@@H]1[C@H](O)[C@H](NC)[C@H]2O[C@]3(O)[C@@H](O[C@H](C)CC3=O)O[C@@H]2[C@H]1O,UNFWWIHTNXNPBV-WXKVUWSESA-N
Nc1ccc(O)c(c1)C(=O)O,KBOPZPXVLCULAV-UHFFFAOYSA-N
CCN1C=C(C(=O)O)C(=O)c2ccc(C)nc12,MHWLWQUZZRMNGJ-UHFFFAOYSA-N
CC(C)(C)NCC(O)COc1cccc2CC(O)C(O)Cc12,VWPOSFSPZNDTMJ-UHFFFAOYSA-N
CC(C)NCC(O)c1cc(O)cc(O)c1,LMOINURANNBYCM-UHFFFAOYSA-N
CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@]1(C)CCc2c(C)c(O)c(C)c(C)c2O1,GVJHHUAWPYXKBD-IEOSBIPESA-N
NC1=NC(=O)c2c(CCc3ccc(cc3)C(=O)N[C@@H](CCC(=O)O)C(=O)O)c[nH]c2N1,WBXPDJSOTKVWSJ-ZDUSSCGKSA-N
C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,RUDATBOHQWOJDD-BSWAIDMHSA-N
NC1=NC(=O)N(C=C1F)[C@@H]2CS[C@H](CO)O2,XQSPYNMVSIKCOC-NTSWFWBYSA-N
CN1CCN(CC1)C2=Nc3cc(Cl)ccc3Nc4ccccc24,QZUDBNBUXVUHMW-UHFFFAOYSA-N
[Na+].[O-]S(=O)(=O)CCS,XOGTZOOQQBDUSI-UHFFFAOYSA-M
CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@@H]12,PCZOHLXUXFIOCF-BXMDZJJMSA-N
COC(=O)CCc1ccc(OCC(O)CNC(C)C)cc1,AQNDDEOPVVGCPG-UHFFFAOYSA-N
COC(=O)C1=C(C)NC(=C(C1c2cccc(c2)[N+](=O)[O-])C(=O)OCCN(C)Cc3ccccc3)C,ZBBHBTPTTSWHBA-UHFFFAOYSA-N
CCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,UQRORFVVSGFNRO-UTINFBMNSA-N
CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc3ccccc3)NC(=O)[C@H](CC(=O)N)NC(=O)c4ccc5ccccc5n4,QWAXKHKRTORLEM-UGJKXSETSA-N
CN1[C@@H]2CC[C@@H]1CC(C2)OC(=O)C(CO)c3ccccc3,RKUNBYITZUJHSG-UIDSBSESSA-N
COc1cc(NC(C)CCCN)c2ncccc2c1,INDBQLZJXZLFIT-UHFFFAOYSA-N
CCC1=C[C@@H]2CN(C1)Cc3c([nH]c4ccccc34)[C@@](C2)(C(=O)OC)c5cc6c(cc5OC)N(C)[C@H]7[C@](O)([C@H](OC(=O)C)[C@]8(CC)C=CCN9CC[C@]67[C@H]89)C(=O)OC,GBABOYUKABKIAF-IELIFDKJSA-N
CN1CCN(CCCN2c3ccccc3Sc4ccc(Cl)cc24)CC1,WIKYUJGCLQQFNW-UHFFFAOYSA-N
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O,AVKUERGKIZMTKX-NJBDSQKTSA-N
C[C@@H](O)[C@@H]1[C@H]2[C@@H](C)C(=C(N2C1=O)C(=O)O)S[C@@H]3CN[C@H](CNS(=O)(=O)N)C3,AVAACINZEOAHHE-VFZPANTDSA-N
ClCCN(CCCl)P1(=O)NCCCO1,CMSMOCZEIVJLDB-UHFFFAOYSA-N
CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O,JGSARLDLIJGVTE-MBNYWOFBSA-N
NCCC(O)(P(=O)(O)O)P(=O)(O)O,WRUUGTRCQOWXEG-UHFFFAOYSA-N
NC(=O)CC[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](Cc3ccc(O)cc3)NC(=O)CCSSC[C@H](NC(=O)[C@H](CC(=O)N)NC1=O)C(=O)N4CCC[C@H]4C(=O)N[C@H](CCCNC(=N)N)C(=O)NCC(=O)N,NFLWUMRGJYTJIN-PNIOQBSNSA-N
CN(c1ccc2c(C)n(C)nc2c1)c3ccnc(Nc4ccc(C)c(c4)S(=O)(=O)N)n3,CUIHSIWYWATEQL-UHFFFAOYSA-N
CN1C(=O)C(O)N=C(c2ccccc2)c3cc(Cl)ccc13,SEQDDYPDSLOBDC-UHFFFAOYSA-N
CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc2ccc(C#N)c(c2)C(F)(F)F,LKJPYSCBVHEWIU-UHFFFAOYSA-N
FC(F)(F)[C@]1(OC(=O)Nc2ccc(Cl)cc12)C#CC3CC3,XPOQHMRABVBWPR-ZDUSSCGKSA-N
NC12CC3CC(CC(C3)C1)C2,DKNWSYNQZKUICI-UHFFFAOYSA-N
CC(C)Cc1ccc(CC(=O)O)cc1,CYWFCPPBTWOZSF-UHFFFAOYSA-N
C[C@@H]1OC(=O)C[C@H](O)C[C@H](O)C[C@H](O)CC[C@@H](O)[C@H](O)C[C@]2(O)C[C@H](O)[C@H]([C@H](C[C@@H](O[C@@H]3O[C@H](C)[C@@H](O)[C@H](N)[C@@H]3O)\C=C\C=C\C=C\C=C\CC\C=C\C=C\[C@H](C)[C@@H](O)[C@H]1C)O2)C(=O)O,VQOXZBDYSJBXMA-NQTDYLQESA-N
Nc1nc(O)c2ncn(COC(CO)CO)c2n1,IRSCQMHQWWYFCW-UHFFFAOYSA-N
COc1ccc(Cl)cc1C(=O)NCCc2ccc(cc2)S(=O)(=O)NC(=O)NC3CCCCC3,ZNNLBTZKUZBEKO-UHFFFAOYSA-N
Clc1cccc(Cl)c1NC2=NCCN2,GJSURZIOUXUGAL-UHFFFAOYSA-N
NCCCC[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N2CCC[C@H]2C(=O)O,RLAWWYSOJDYHDC-BZSNNMDCSA-N
CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]2CCOC2)S(=O)(=O)c3ccc(N)cc3,YMARZQAQMVYCKC-OEMFJLHTSA-N
OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c3ccc(Cl)cc3,LNEPOXFFQSENCJ-UHFFFAOYSA-N
NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,SBUJHOSQTJFQJX-NOAMYHISSA-N
OC(=O)c1cc(ccc1O)\N=N\c2ccc(cc2)S(=O)(=O)Nc3ccccn3,NCEXYHBECQHGNR-QZQOTICOSA-N
NC(=O)c1ncn(n1)[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O,IWUCXVSUMQZMFG-AFCXAGJDSA-N
CN(C)C(=O)Cc1c(nc2ccc(C)cn12)c3ccc(C)cc3,ZAFYATHCZYHLPB-UHFFFAOYSA-N
CC(C)NCC(O)COc1cccc2ccccc12,AQHHHDLHHXJYJD-UHFFFAOYSA-N
CN(C)CCC=C1c2ccccc2CCc3ccccc13,KRMDCWKBEZIMAB-UHFFFAOYSA-N
CC(=O)Nc1ccc(O)cc1,RZVAJINKPMORJF-UHFFFAOYSA-N
CCN1C=C(C(=O)O)C(=O)c2cc(F)c(cc12)N3CCNCC3,OGJPXUAPXNRGGI-UHFFFAOYSA-N
CN1CC[C@]23[C@H]4Oc5c(O)ccc(C[C@@H]1[C@@H]2C=C[C@@H]4O)c35,BQJCRHHNABKAKU-KBQPJGBKSA-N
CN1C(=O)OC(C)(C)C1=O,IRYJRGCIQBGHIV-UHFFFAOYSA-N
COc1ccc2[nH]c(nc2c1)[S+]([O-])Cc3ncc(C)c(OC)c3C,SUBDBMMJDZJVOS-UHFFFAOYSA-N
OCCN1CCN(CCCN2c3ccccc3Sc4ccc(cc24)C(F)(F)F)CC1,PLDUPXSUYLZYBN-UHFFFAOYSA-N
CN(C)[C@H]1[C@@H]2C[C@H]3C(=C(O)[C@]2(O)C(=O)C(=C1O)C(=O)N)C(=O)c4c(O)cccc4[C@@]3(C)O,OFVLGDICTFRJMM-WESIUVDSSA-N
COc1ccc2cc(CCC(=O)C)ccc2c1,BLXXJMDCKKHMKV-UHFFFAOYSA-N
O=C(C1CCCCC1)N2CC3N(CCc4ccccc34)C(=O)C2,FSVJFNAIGNNGKK-UHFFFAOYSA-N
CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,RKWGIWYCVPQPMF-UHFFFAOYSA-N
CCC(C)CC(C)CCCCCCCCC(=O)N[C@H]1C[C@@H](O)[C@@H](NCCN)NC(=O)[C@@H]2[C@@H](O)CCN2C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC1=O)[C@@H](C)O)[C@H](O)[C@@H](O)c4ccc(O)cc4)[C@H](O)CCN,JYIKNQVWKBUSNH-OGZDCFRISA-N
Cc1nnc(SCC2=C(N3[C@H](SC2)[C@H](NC(=O)Cn4cnnn4)C3=O)C(=O)O)s1,MLYYVTUWGNIJIB-BXKDBHETSA-N
CCC1=C(C)CN(C(=O)NCCc2ccc(cc2)S(=O)(=O)NC(=O)N[C@@H]3CC[C@@H](C)CC3)C1=O,WIGIZIANZCJQQY-RUCARUNLSA-N
CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc4cccnc24)CC1,JCCNYMKQOSZNPW-UHFFFAOYSA-N
COc1ccc2nccc([C@H](O)[C@H]3C[C@@H]4CCN3C[C@@H]4C=C)c2c1,LOUPRKONTZGTKE-LHHVKLHASA-N
Cc1cc(cc(C)c1Oc2nc(Nc3ccc(cc3)C#N)nc(N)c2Br)C#N,PYGWGZALEOIKDF-UHFFFAOYSA-N
CC(=O)Nc1c(I)c(NC(=O)C)c(I)c(C(=O)O)c1I,YVPYQUNUQOZFHG-UHFFFAOYSA-N
COc1cccc2C(=O)c3c(O)c4C[C@](O)(C[C@H](O[C@H]5C[C@H](N)[C@H](O)[C@H](C)O5)c4c(O)c3C(=O)c12)C(=O)CO,AOJJSUZBOXZQNB-TZSSRYMLSA-N
CO[C@H]1\C=C\O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(NC(=O)\C(=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(=O)C)[C@@H]1C)\C)c(\C=N\N5CCN(C)CC5)c(O)c4c3C2=O,JQXXHWHPUNPDRT-WLSIYKJHSA-N
CC1(C)O[C@@H]2CO[C@@]3(COS(=O)(=O)N)OC(C)(C)O[C@H]3[C@@H]2O1,KJADKKWYZYXHBB-XBWDGYHZSA-N
OS(=N)(=O)Cc1noc2ccccc12,UBQNRHZMVUUOMG-UHFFFAOYSA-N
CO[C@@H]1C[C@H](C[C@@H](C)[C@@H]2CC(=O)[C@H](C)\C=C(/C)\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\C=C\C=C\C=C(/C)\[C@H](C[C@@H]3CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N4CCCC[C@H]4C(=O)O2)OC)CC[C@H]1O,QFJCIRLUMZQUOT-HPLJOQBZSA-N
C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc4C(=O)C(=CN1c24)C(=O)O,GSDSWSVVBLHKDQ-JTQLQIEISA-N
CC(=O)Oc1ccccc1C(=O)O,BSYNRYMUTXBXSQ-UHFFFAOYSA-N
CC(C)OC(=O)C(C)(C)Oc1ccc(cc1)C(=O)c2ccc(Cl)cc2,YMTINGFKWWXKFG-UHFFFAOYSA-N
CC(C)NNC(=O)c1ccncc1,NYMGNSNKLVNMIA-UHFFFAOYSA-N
Oc1ccc(cc1)c2sc3cc(O)ccc3c2C(=O)c4ccc(OCCN5CCCCC5)cc4,GZUITABIAKMVPG-UHFFFAOYSA-N
OC(=O)CCNC(=O)c1ccc(cc1)\N=N\c2ccc(O)c(c2)C(=O)O,IPOKCKJONYRRHP-FMQUCBEESA-N
Nc1ncnc2c1ncn2CCOCP(=O)(O)O,SUPKOOSCJHTBAH-UHFFFAOYSA-N
CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC,TTWJBBZEZQICBI-UHFFFAOYSA-N
OC(=O)c1cccnc1,PVNIIMVLHYAWGP-UHFFFAOYSA-N
OC(Cn1cncn1)(Cn2cncn2)c3ccc(F)cc3F,RFHAOTPXVQNOHP-UHFFFAOYSA-N
CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c3ccccn3,YASAKCUCGLMORW-UHFFFAOYSA-N
CC(CCc1ccccc1)NCC(O)c2ccc(O)c(c2)C(=O)N,SGUAFYQXFOLMHL-UHFFFAOYSA-N
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN4CCOCC4,XGALLCVXEZPNRQ-UHFFFAOYSA-N
Cc1nnc2CN=C(c3ccccc3Cl)c4cc(Cl)ccc4n12,JOFWLTCLBGQGBO-UHFFFAOYSA-N
CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN,UBQYURCVBFRUQT-UHFFFAOYSA-N
OC[C@@H](NC(=O)C(Cl)Cl)[C@H](O)c1ccc(cc1)[N+](=O)[O-],WIIZWVCIJKGZOK-RKDXNWHRSA-N
CCC1(C(=O)NC(=O)NC1=O)c2ccccc2,DDBREPKUVSBGFI-UHFFFAOYSA-N
Cc1nnc2CN=C(c3ccccc3)c4cc(Cl)ccc4n12,VREFGVBLTWBCJP-UHFFFAOYSA-N
C[C@H](Cc1ccccc1)N(C)CC#C,MEZLKOACVSPNER-GFCCVEGCSA-N
CN(C)CCc1c[nH]c2ccc(C[C@H]3COC(=O)N3)cc12,ULSDMUVEXKOYBU-ZDUSSCGKSA-N
S=P(N1CC1)(N2CC2)N3CC3,FOCVUCIESVLUNU-UHFFFAOYSA-N
NC(=O)N1c2ccccc2C=Cc3ccccc13,FFGPTBGBLSHEPO-UHFFFAOYSA-N
COC(=O)[C@@H](N1CCc2sccc2C1)c3ccccc3Cl,GKTWGGQPFAXNFI-HNNXBMFYSA-N
CC[C@]1(O)C[C@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C2)(C(=O)OC)c5cc6c(cc5OC)N(C=O)[C@H]7[C@](O)([C@H](OC(=O)C)[C@]8(CC)C=CCN9CC[C@]67[C@H]89)C(=O)OC)C1,OGWKCGZFUXNPDA-XQKSVPLYSA-N
CN(C)C(=O)C(CCN1CCC(O)(CC1)c2ccc(Cl)cc2)(c3ccccc3)c4ccccc4,RDOIQAHITMMDAJ-UHFFFAOYSA-N
OC[C@H]1O[C@H]([C@@H](F)[C@@H]1O)N2C=C(I)C(=O)NC2=O,IPVFGAYTKQKGBM-BYPJNBLXSA-N
NC1=NC(=O)N(C=C1)[C@@H]2O[C@H](CO)[C@@H](O)C2(F)F,SDUQYLNIPVEERB-QPPQHZFASA-N
CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1,KNHUKKLJHYUCFP-UHFFFAOYSA-N
CCC[C@@H]1C[C@H](N(C)C1)C(=O)N[C@H]([C@@H](C)O)[C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O,OJMMVQQUTAEWLP-KIDUDLJLSA-N
OCCOCCN1CCN(CC1)C(c2ccccc2)c3ccc(Cl)cc3,ZQDWXGKKHFNSQK-UHFFFAOYSA-N
OC(=O)COc1nn(Cc2ccccc2)c3ccccc13,BYFMCKSPFYVMOU-UHFFFAOYSA-N
CN1C(c2ccc(Cl)cc2)S(=O)(=O)CCC1=O,WEQAYVWKMWHEJO-UHFFFAOYSA-N
[Cl-].[Cl-].[Cu+2],ORTQZVOHEJQUHG-UHFFFAOYSA-L
CC1=C(CCN2CCC(CC2)c3noc4cc(F)ccc34)C(=O)N5CCCC(O)C5=N1,PMXMIIMHBWHSKN-UHFFFAOYSA-N
CO[C@@H]1C[C@@H](CC[C@H]1O)\C=C(/C)\[C@H]2OC(=O)[C@@H]3CCCCN3C(=O)C(=O)[C@]4(O)O[C@H]([C@H](C[C@@H](C)C\C(=C\[C@@H](CC=C)C(=O)C[C@H](O)[C@H]2C)\C)OC)[C@H](C[C@H]4C)OC,QJJXYPPXXYFBGM-LFZNUXCKSA-N
CCCN(CCC)CCc1cccc2NC(=O)Cc12,UHSKFQJFRQCDBE-UHFFFAOYSA-N
CCc1c2CN3C(=O)C4=C(C=C3c2nc5ccc(OC(=O)N6CCC(CC6)N7CCCCC7)cc15)[C@@](O)(CC)C(=O)OC4,UWKQSNNFCGGAFS-XIFFEERXSA-N
Cc1onc(c2ccccc2)c1C(=O)N[C@H]3[C@H]4SC(C)(C)[C@@H](N4C3=O)C(=O)O,UWYHMGVUTGAWSP-JKIFEVAISA-N
OCCNCCNc1ccc(NCCNCCO)c2C(=O)c3c(O)ccc(O)c3C(=O)c12,KKZJGLLVHKMTCM-UHFFFAOYSA-N
C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,UREBDLICKHMUKA-CXSFZGCWSA-N
COc1c2OC(=O)C=Cc2cc3ccoc13,QXKHYNVANLEOEG-UHFFFAOYSA-N
Cc1ccnc2N(C3CC3)c4ncccc4C(=O)Nc12,NQDJXKOVJZTUJA-UHFFFAOYSA-N
