smiles,X10,X20,X40,X60,X80,X100,InChIKey
c1ccc(cn1)c1ccc(o1)c1noc(n1)C1CN2CCC1CC2,1,1.0,1.0,1.0,1.0,1.0,HAFBPVOPBRQKOM-UHFFFAOYSA-N
C1CCN(CC1)C1CCN(CC1)c1nc2c(s1)cc(nc2)c1cncnc1,1,1.0,1.0,1.0,1.0,1.0,UBBYLYDQJUESJK-UHFFFAOYSA-N
CC(N1CCC(CC1)Nc1nc(c2ccccc2Cl)c2c(n1)N(C(=O)NC2)c1c(Cl)cccc1Cl)C,1,1.0,1.0,1.0,1.0,1.0,BKHYXAHELNMVSF-UHFFFAOYSA-N
Cc1cccc(n1)N1CCN(CC1)CCCCCCN1CCN(CC1)c1ccccc1,1,1.0,1.0,1.0,1.0,1.0,RZIJMFBERNFJML-UHFFFAOYSA-N
CC1CCN(C1)CCCOc1ccc(cc1)n1c(C)nc2c(c1=O)cccc2,1,1.0,1.0,1.0,1.0,1.0,IDSIKSVHBPFOAK-UHFFFAOYSA-N
Cc1nc(C)cc(c1)C1(N=C(c2c1cccc2F)N)c1cccc(c1)c1cncnc1,1,1.0,1.0,1.0,1.0,1.0,VBXIQPLJRJDWHB-UHFFFAOYSA-N
CCN(C(=O)c1ccc(cc1)C1=CC2(CNCC2)Oc2c1cccc2)CC,1,1.0,1.0,1.0,1.0,1.0,VJIOWLHENKXJHM-UHFFFAOYSA-N
Clc1ccc(cc1Cl)[C@@]12CCC[C@H]2CNC1,1,1.0,1.0,1.0,1.0,1.0,ZOSQXAHBYHMVCA-GXFFZTMASA-N
CN1C2CCCC1CC(C2)NC(=O)c1cccc2c1nc(o2)N1C(C)CNCC1C,1,1.0,1.0,1.0,1.0,1.0,BTAHQEQRFWNWKD-UHFFFAOYSA-N
CNc1nc(c2ccccc2Cl)c2c(n1)N(C(=O)NC2)c1c(Cl)cccc1Cl,1,1.0,1.0,1.0,1.0,1.0,HOIKLTSATLOGGQ-UHFFFAOYSA-N
COc1ncnc(c1)N1C(=O)N(C(=O)C21CCN(CC2)Cc1ncccc1C)c1ccc(cc1)c1ccc(cc1)C(=O)O,1,1.0,1.0,1.0,1.0,1.0,UDDLGZQDALRQID-UHFFFAOYSA-N
N#Cc1cc(ccc1COc1cnc(nc1)N1CCN(C[C@H]1C)c1nnc(o1)C(F)(F)F)S(=O)(=O)C,1,1.0,1.0,1.0,1.0,1.0,YPZUCWRGPJUFCO-CYBMUJFWSA-N
N1CCN(CC1)C(c1ccccc1)Cc1ccccc1OC1CC1,1,1.0,1.0,1.0,1.0,1.0,NSVJPFSJIISEIG-UHFFFAOYSA-N
NC(=O)c1ccc(cc1)C1(CC1)CN1CCN(C(C1)C)S(=O)(=O)c1ccc(cc1)C(C(F)(F)F)(O)C,1,1.0,1.0,1.0,1.0,1.0,PJIHPWDQNLPHQA-UHFFFAOYSA-N
O=C([C@H]1CNCC[C@]21OCc1c2cc(F)c(c1)F)N(C1CC1)Cc1cccc(c1C)C(F)(F)F,1,1.0,1.0,1.0,1.0,1.0,WSNYMUSQZWXVNZ-YKSBVNFPSA-N
O=C(N1CCC(CC1)CCc1ccc2c(c1)COC2=O)Cc1ccc(cc1)n1cnnn1,1,1.0,1.0,1.0,1.0,1.0,VGZWIKVDBMDIPI-UHFFFAOYSA-N
CC(Oc1ccccc1CC(c1ccccc1)N1CCNCC1)C,1,1.0,1.0,1.0,1.0,1.0,HSRUEFWMMBYMIL-UHFFFAOYSA-N
COc1ccnc(c1)C1=N[C@@]([C@@H](N1)C)(c1ccc(cc1)F)c1ccc(nc1)F,1,1.0,1.0,1.0,1.0,1.0,WLYGSDPNZQUPGJ-ZSEKCTLFSA-N
O=C1NCN(C21CCN(CC2)c1ccc(cn1)C(=O)Nc1cc(ccc1N)c1cccs1)c1ccccc1,1,1.0,1.0,1.0,1.0,1.0,PXEWZGVZHBQFDU-UHFFFAOYSA-N
c1cc(C)nc(c12)cc(F)cc2N(C[C@@H]3C)CCN3CCc(ccc4)c(c45)ccc(=O)n5C,1,1.0,1.0,1.0,1.0,1.0,UFYNVMLPCYILNZ-IBGZPJMESA-N
c1cc(C)nc(c12)cc(F)cc2N(CC3)CCN3CCCc(ccc4)c(c45)OCC(=O)N5C,1,1.0,1.0,1.0,1.0,1.0,DFRRWIGBGSRDTE-UHFFFAOYSA-N
c1cc(C)nc(c12)cccc2N(CC3)C[C@@H](C)N3CCCc(ccc4)c(c45)OCC(=O)N5C,1,1.0,1.0,1.0,1.0,1.0,GIQHYUIXZZZJQF-HXUWFJFHSA-N
Cc1ccc(c(c1)F)[C@@]12CN(C[C@H]2C1)CCCSc1nnc(n1C)c1ocnc1C,1,1.0,1.0,1.0,1.0,1.0,QVNYQMPOJPXEFQ-OPAMFIHVSA-N
Cc1ccc2c(n1)cccc2c1nnc(n1C)SCCN1CCc2c(CC1)c(Br)c1c(c2)nc(o1)C,1,1.0,1.0,1.0,1.0,1.0,USKZVJAZXRLUHK-UHFFFAOYSA-N
CCc1nc2c(o1)cc1c(c2)CCN(CC1)CCCSc1nnc(n1C)c1ocnc1C,1,1.0,1.0,1.0,1.0,1.0,UALAMQRWRIVLLQ-UHFFFAOYSA-N
CCc1oc2c(n1)c1CCN(CCc1cc2)CCCSc1nnc(n1C)c1cccc2c1ccc(n2)C,1,1.0,1.0,1.0,1.0,1.0,ZJBDUXLBLPXVOM-UHFFFAOYSA-N
Clc1ccc2c(c1)CCc1c(C2=C2CCNCC2)nccc1,1,1.0,1.0,1.0,1.0,1.0,JAUOIFJMECXRGI-UHFFFAOYSA-N
Clc1cccc(c1)N1CCN(C1=O)CCN1CCN(CC1)C(C)C,1,1.0,1.0,1.0,1.0,1.0,BGKKQDRMVVBUET-UHFFFAOYSA-N
CN(CC12CCC(C2(C)C)CC1)CCN1CCN(C1=O)c1ccc2c(c1)OCO2,1,1.0,1.0,1.0,1.0,1.0,ABSKTFYOWZQKEU-UHFFFAOYSA-N
CN(CC12CCC(C2(C)C)CC1)CCN1CCN(C1=O)c1cccc(c1)C(F)(F)F,1,1.0,1.0,1.0,1.0,1.0,GPVQRHUFRWEYGC-UHFFFAOYSA-N
Cn1c(SCCCN2C[C@@H]3[C@](C2)(C3)c2ccccc2C(F)(F)F)nnc1c1ocnc1C,1,1.0,1.0,1.0,1.0,1.0,KYPWROFHQUYOCS-QVKFZJNVSA-N
Cn1c(SCCCN2CCC3(C2)CCOc2c3cccc2)nnc1c1ocnc1C,1,1.0,1.0,1.0,1.0,1.0,KYBVEQYZQWILGN-UHFFFAOYSA-N
Cn1c(SCCCN2CCC3C(C2)(C3)c2ccccc2)nnc1c1ocnc1C,1,1.0,1.0,1.0,1.0,1.0,ACFIBJLBHXWBFG-UHFFFAOYSA-N
Cn1c(SCCCN2CCc3c(CC2)cc2c(c3)c(C)no2)nnc1c1ocnc1C,1,1.0,1.0,1.0,1.0,1.0,VPCYWMAVRBKXBM-UHFFFAOYSA-N
Cn1c(SCCCN2CCc3c(CC2)cc2c(c3)ocn2)nnc1c1ocnc1C,1,1.0,1.0,1.0,1.0,1.0,PSMOCFUMBCKOPV-UHFFFAOYSA-N
COc1ccc2c(c1)C1(CCC2)CCN(C1)CCCSc1nnc(n1C)c1ocnc1C,1,1.0,1.0,1.0,1.0,1.0,HURBEFKRLRSDKC-UHFFFAOYSA-N
Fc1cc(ccc1NC(=O)c1ccccc1F)c1nnc(o1)NCCCN1CCCCC1,1,1.0,1.0,1.0,1.0,1.0,PQAMCOCBWGNJOS-UHFFFAOYSA-N
N#Cc1cc(ccc1F)N1CCN(C1=O)CCN1CCC(CC1)C(F)(F)F,1,1.0,1.0,1.0,1.0,1.0,HGYQVRAMBVYKQO-UHFFFAOYSA-N
n1c(C)ccc(c12)c(ccc2)N(CC3)CCN3CCc4cccc(c45)n6c(CO5)c(nc6)C(=O)C,1,1.0,1.0,1.0,1.0,1.0,PUOXMWOHHZDZBP-UHFFFAOYSA-N
O=C1N(CCN1Cc1cccc(c1)C(F)(F)F)CCN1Cc2c(C1)cccc2,1,1.0,1.0,1.0,1.0,1.0,PHZPOMMTJKRHHB-UHFFFAOYSA-N
CCOC(=O)N1CCC(=C2C3=C(CCC4=C2N=CC=C4)C=C(C=C3)Cl)CC1,1,1.0,1.0,1.0,1.0,1.0,JCCNYMKQOSZNPW-UHFFFAOYSA-N
COc5ccc4nccc([C@@H]3CN(C2CCN(Cc1ccc(C)c(C)c1)CC2)C(=O)O3)c4c5,1,1.0,1.0,1.0,1.0,1.0,DBMAUWVASVSMOE-SANMLTNESA-N
O=C2CN(C(=O)c1ccc(F)cc1)CCN2c4ccc(OCCCN3CCCC3)cc4,1,1.0,1.0,1.0,1.0,1.0,USOQNEJBIDGMCF-UHFFFAOYSA-N
OC1CN2C3CC(CC2CC1C3)OC(=O)c4c[nH]c5ccccc45,1,1.0,1.0,1.0,1.0,1.0,MLWGAEVSWJXOQJ-UHFFFAOYSA-N
C[C@@H]1CCCN1CCCOc1ccc(cc1)c1sc2c(n1)CCN(C2)C(=O)C,1,1.0,1.0,1.0,1.0,1.0,BVHNVGSFGLCREV-MRXNPFEDSA-N
C1CC[C@@H](C)N1CCc(cc2)cc(c23)ccc(n3)C4=NCCS4,1,1.0,1.0,1.0,1.0,1.0,CQOZCJAFTZEIHN-CQSZACIVSA-N
CC(=O)C3=NN2c1cc(C)ccc1OC[C@H]2[C@@]3(CCCN4CCOCC4)c5ccccc5,1,1.0,1.0,1.0,1.0,1.0,RUOOPFXWFLREEM-AZGAKELHSA-N
CC(N1C[C@@H]([C@H](C1)NS(=O)(=O)C(C)C)c1ccc(cc1)c1cccc(c1)NS(=O)(=O)C)C,1,1.0,1.0,1.0,1.0,1.0,XTJHZPUPANMRKY-PKTZIBPZSA-N
CC(S(=O)(=O)N[C@H]1CN(C[C@@H]1c1ccc(cc1)c1cccnc1F)C)C,1,1.0,1.0,1.0,1.0,1.0,HPWMKYFRFGYUQL-MSOLQXFVSA-N
CCCCOc1ccc(cc1)C(=O)NC1COc2c(C1)c(ccc2)N1CCN(CC1)C,1,1.0,1.0,1.0,1.0,1.0,FJRDLZMPXZFWKP-UHFFFAOYSA-N
CCN1CCN(CC1)c1cc2[nH]c(nc2cc1Cl)S[C@]1(C)CCC(CC1)c1nnnn1C,1,1.0,1.0,1.0,1.0,1.0,DLGAGPFJWVXJOR-UHFFFAOYSA-N
COC(=O)c1sc2c(c1c1ccccc1)ccc(c2)Cn1nnc(c1)C(C(F)(F)F)(CC)O,1,1.0,1.0,1.0,1.0,1.0,DYXRPCJFAUISEU-UHFFFAOYSA-N
COc1ccc(cn1)[C@@]1(N=C(N[C@H]1C)c1nccc(c1)C#N)c1ccc(cc1)F,1,1.0,1.0,1.0,1.0,1.0,BARLPLQJPYXWNJ-FPTDNZKUSA-N
COc1cccc2c1S(=O)(=O)C(C(O2)c1ccc(cc1)OCCCN1CCCC1)C,1,1.0,1.0,1.0,1.0,1.0,OEPQINMROZHEAJ-UHFFFAOYSA-N
Fc1ccc2c(c1)C1(CCN(C1)CCCSc1nnc(n1C)c1sc(nc1C)C)CC2,1,1.0,1.0,1.0,1.0,1.0,AEUDDHALUDWNEZ-UHFFFAOYSA-N
Fc1ccc2c(c1)oc(cc2=O)C(=O)NC1CCN(CC1)Cc1ccc(cc1)C(=O)NCCN1CCC(CC1)(F)F,1,1.0,1.0,1.0,1.0,1.0,RZVMBDPRBHKUAY-UHFFFAOYSA-N
N#CC1(CC1)NC(=O)[C@@H]1CCCC[C@H]1C(=O)N1CCN(CC1)c1scc(n1)C(C)(C)C,1,1.0,1.0,1.0,1.0,1.0,JRNCUKITPWCDPD-IAGOWNOFSA-N
O=C(c1ccc(nc1)OCC(F)(F)F)NC1COc2c(C1)c(ccc2)c1ccncc1,1,1.0,1.0,1.0,1.0,1.0,SUVHWQGAOXKZCQ-UHFFFAOYSA-N
O=C(c1ccc(nc1)OCCC(F)(F)F)NC1COc2c(C1)c(ccc2)c1cncnc1,1,1.0,1.0,1.0,1.0,1.0,IAMSGDHGEMFJQC-UHFFFAOYSA-N
O=C(c1ccccc1)NS(=O)(=O)N1CCC(CC1)N1CCC(CC1)Oc1ccc(c(c1)Cl)Cl,1,1.0,1.0,1.0,1.0,1.0,SDPQHMHFTWVGGO-UHFFFAOYSA-N
O=C(c1ccccc1F)Nc1ccc(cc1)c1nnc(o1)NCCCN1CC2CC1CC2,1,1.0,1.0,1.0,1.0,1.0,ZZEZKGRHVIQWTI-UHFFFAOYSA-N
O=C(c1ccccc1F)Nc1ccc(cc1)c1nnc(o1)NCCCN1CCCCCC1,1,1.0,1.0,1.0,1.0,1.0,RVBJTTMGDQOZRW-UHFFFAOYSA-N
O=C1OC2(CN1c1ccccc1F)CCC(CC2)c1nc2c([nH]1)cc(cc2)OC(F)(F)F,1,1.0,1.0,1.0,1.0,1.0,FFHHVAVTPWLQJT-UHFFFAOYSA-N
OC1CC(O)CC(C1)Oc1ccc2c(n1)c(CCC13CCC(CC1)(CO3)NCc1ccc3c(n1)NC(=O)CO3)c(cn2)F,1,1.0,1.0,1.0,1.0,1.0,JLRJCUORJXSDCV-UHFFFAOYSA-N
OC1CCCC(C1)NC(=O)c1noc(c1CNC(C)C)c1ccc(cc1)C(F)(F)F,1,1.0,1.0,1.0,1.0,1.0,MGEUGBNDNXYIDC-UHFFFAOYSA-N
COc1cc(ccc1n1cnc(c1)C)c1nnn(c1)C1CC(CCNC1=O)[Si](C)(C)C,1,1.0,1.0,1.0,1.0,1.0,MFJXWLTXBCRHSJ-UHFFFAOYSA-N
O([C@H](CCNC)c1ccccc1)c1ccccc1C,1,1.0,1.0,1.0,1.0,1.0,VHGCDTVCOLNTBX-QGZVFWFLSA-N
COc1cc(F)ccc1c1cccc(n1)CNC1CCCC1,1,1.0,1.0,1.0,1.0,1.0,BIHYIXDPXAATSU-UHFFFAOYSA-N
C1CN(CCC1NC(=O)C2=CC(=O)C3=CC(=C(C=C3O2)Cl)Cl)CC4=CC5=C(C=C4)OCO5,1,1.0,1.0,1.0,1.0,1.0,JFLDPXNTPNHXDV-UHFFFAOYSA-N
Clc1cc2c(n(cc2C2CC[NH+](CC2)CCN2CCNC2=S)-c2ccc(F)cc2)cc1,1,1.0,1.0,1.0,1.0,1.0,NOQANYWVOXABDQ-UHFFFAOYSA-O
Brc1c(onc1c1ccccc1Cl)[C@H]1CNCC[C@]1(O)c1ccc(c(c1)F)F,1,1.0,1.0,1.0,1.0,1.0,KYKXDBASGIWWGF-XCLFUZPHSA-N
C1CC[C@@H](C)N1CCc(cc2)cc(c23)ccc(n3)-c4c(C)nn(c4)C,1,1.0,1.0,1.0,1.0,1.0,GGGPOYPNHTZKFQ-OAHLLOKOSA-N
C1CC[C@@H](C)N1CCc(cc2)cc(c23)ccc(n3)-c4cnccn4,1,1.0,1.0,1.0,1.0,1.0,YKMNHKUFLWUPJX-OAHLLOKOSA-N
CC(C1CCC(CC1)N1CC(C1)NC(=O)CNc1n[nH]c2c1cc(cc2)C(F)(F)F)C,1,1.0,1.0,1.0,1.0,1.0,ALAVGBJMBKWLAD-UHFFFAOYSA-N
CC(NC(=O)c1ccc(cc1)c1ccc2c(c1)CCN(C2=O)CCN1CCCC1)C,1,1.0,1.0,1.0,1.0,1.0,JNCFRSSGRSZAKC-UHFFFAOYSA-N
CC1CCCN1CCc1ccc2c(c1)ccc(n2)c1cnccn1,1,1.0,1.0,1.0,1.0,1.0,YKMNHKUFLWUPJX-UHFFFAOYSA-N
Cc2oc(c1ccccc1)nc2CCOc5cccc(C[C@@H]4C(=O)N(c3ccc(C(C)(C)C)cc3)[C@@H]4C(=O)O)c5,1,1.0,1.0,1.0,1.0,1.0,XRVNSFDHOMAYDC-YTMVLYRLSA-N
CCS(=O)(=O)c1ccc2c(c1)nc(n2COC(F)(F)F)C(C)(C)C,1,1.0,1.0,1.0,1.0,1.0,VQGQUWIXGJVIKT-UHFFFAOYSA-N
COc1cc(ccc1OCCN1CCCC1)n1ccnc(c1=O)NCCc1ccccc1,1,1.0,1.0,1.0,1.0,1.0,KJCBAAYRHXGRON-UHFFFAOYSA-N
COc1nccc(c1)C1CCC(CC1)N1CC(C1)NC(=O)CNC(=O)c1cccc(c1)C(F)(F)F,1,1.0,1.0,1.0,1.0,1.0,KTQOBGHRYHVWCO-UHFFFAOYSA-N
N#Cc1cnc(cn1)Nc1ncc(c(c1)NC[C@H]1CNCCO1)C(F)(F)F,1,1.0,1.0,1.0,1.0,1.0,YBYYWUUUGCNAHQ-LLVKDONJSA-N
NC(=O)c1ccccc1OCCCN1CCN(CC1)c1cccc2c1ccn2S(=O)(=O)c1ccccc1,1,1.0,1.0,1.0,1.0,1.0,KWZBJWOQFABHPF-UHFFFAOYSA-N
O=C(C1=CC(=O)c2c(C1)cc(c(c2)F)F)NC1CCN(CC1)Cc1ccc2c(c1)OCO2,1,1.0,1.0,1.0,1.0,1.0,UTNPWKXYGNBDLL-UHFFFAOYSA-N
O=C(c1cc(=O)c2c(o1)cc(c(c2)F)F)NC1CCN(CC1)Cc1ccc2c(c1)OCO2,1,1.0,1.0,1.0,1.0,1.0,KWGHMJGFVYVORH-UHFFFAOYSA-N
O=C(NC1CN(C1)C1CC[C@](CC1)(N)c1ccccc1)CNC(=O)c1cccc(c1)C(F)(F)F,1,1.0,1.0,1.0,1.0,1.0,CUVUMQNQHNMFND-UHFFFAOYSA-N
NC1=NC(OCC1)(C)c1cccc(c1)c1cccc(c1)Cl,1,1.0,1.0,1.0,1.0,1.0,DAWFJSNCVYTRMO-UHFFFAOYSA-N
Fc1cccc(c1)C(N1CCNCC1)Cc1ccccc1OC(F)(F)F,1,1.0,1.0,1.0,1.0,1.0,LRKGVRWKYSKWQW-UHFFFAOYSA-N
CC(=O)C3=NN2c1cc(F)ccc1OC[C@H]2[C@@]3(CCCN4CCOCC4)c5ccccc5,1,1.0,1.0,1.0,1.0,1.0,QGNVIJKJOJRPFM-UKILVPOCSA-N
CCN(CC)c1ccc(NC(=O)C2(CCc3cccc(OC)c3C2)N(C)C(=O)OC(C)C)cc1,1,1.0,1.0,1.0,1.0,1.0,OWXZJBVDIGAIAR-UHFFFAOYSA-N
CCN(CC)c3ccc(NC(=O)C2(CN(C)C(=O)OCC(C)C)CCc1cccc(OC)c1C2)cc3,1,1.0,1.0,1.0,1.0,1.0,QZJOUUZWBUBKLN-UHFFFAOYSA-N
CCOc1cc2ncc(c(c2cc1N1CCN(CC1)C)Nc1ccc(c(c1)Cl)F)C(=O)N,1,1.0,1.0,1.0,1.0,1.0,CHMZKHPXLLBHBS-UHFFFAOYSA-N
CN1CCN(CC1)c1ncc2c(n1)nc(c(c2)c1ccccc1)c1ccc(cc1)CN1CCC(CC1)c1nnc([nH]1)c1ccc(nc1)N,1,1.0,1.0,1.0,1.0,1.0,GPRKGOQVWIWLPT-UHFFFAOYSA-N
COc1cc(CCNC(COc2c(C)cccc2C)C)ccc1OC,1,1.0,1.0,1.0,1.0,1.0,MXFHZPNMOBHODH-UHFFFAOYSA-N
COc1cccc2c1CC(CC2)(C(=O)Nc1ccc(cc1)N(CC)CC)N(C(=O)OCC(C)C)C,1,1.0,1.0,1.0,1.0,1.0,KKCWWVHNSBBMSH-UHFFFAOYSA-N
Fc1ccc(cc1)c1nnc(o1)C(=O)N1CCC(CC1)Oc1ccc(cc1)CN1CCCC1,1,1.0,1.0,1.0,1.0,1.0,NLCAWELXTDCMEL-UHFFFAOYSA-N
N#Cc1cnc(cn1)Nc1ncc(c(c1)NC[C@H]1CNCCO1)Cl,1,1.0,1.0,1.0,1.0,1.0,BSNBUKMEBPSBIJ-LLVKDONJSA-N
NC1CCN(CC1)c1nc(N)nc2c1sc(c2)c1ccc(cc1)C(F)(F)F,1,1.0,1.0,1.0,1.0,1.0,FVFVZPUHPYUHSS-UHFFFAOYSA-N
NC1CN(CC1c1cc(F)c(cc1F)F)c1ccc(cn1)n1ccc(cc1=O)OCc1ccccc1,1,1.0,1.0,1.0,1.0,1.0,IXRYCRCZOSRBDA-UHFFFAOYSA-N
O=C(N1CCC(CC1)CNc1ncccn1)OC1Cc2c(C1)cccc2,1,1.0,1.0,1.0,1.0,1.0,BGFSOIDVHVYBNO-UHFFFAOYSA-N
OCC1NC(=NC1(c1ccc(cc1)F)c1ccc(cc1)F)c1nccc(c1)C#N,1,1.0,1.0,1.0,1.0,1.0,MEYYAEMUCGROAL-UHFFFAOYSA-N
Fc1ccc2c(c1)oc(cc2=O)C(=O)NC1CCN(CC1)Cc1ccc2c(c1)cc[nH]2,1,1.0,1.0,1.0,1.0,1.0,RAUHDNCAWVVITH-UHFFFAOYSA-N
s1c2Nc3ccccc3N=C(N3CC[N+](C)CC3)c2cc1C,1,1.0,1.0,1.0,1.0,1.0,KNYKUFZTGGUGBM-UHFFFAOYSA-N
Brc1cc(cnc1)C(=O)N1CC[C@@H]([NH2+]Cc2n(cnc2)Cc2ccc(cc2)C#N)C1=O,1,1.0,1.0,1.0,1.0,1.0,UMNUGEIXQBLVCO-HXUWFJFHSA-O
O1c2c(C[C@@H](OC(=O)c3cc(O)c(O)c(O)c3)[C@H]1c1cc(O)c(O)c(O)c1)c(O)cc(O)c2,1,1.0,1.0,1.0,1.0,1.0,WMBWREPUVVBILR-WIYYLYMNSA-N
[H][C@@]3([C@H](N)C(=O)N1CCC(F)C1)CC[C@@H](NS(=O)(=O)c2ccc(OC(F)(F)F)cc2)CC3,1,1.0,1.0,1.0,1.0,1.0,KNNVYJYRCBIUSI-RYVMGNQUSA-N
Brc1c(onc1c1cccc(c1C)C)[C@H]1CNCC[C@]1(O)c1ccc(c(c1)F)F,1,1.0,1.0,1.0,1.0,1.0,QPHJBQDZTCDVEK-ZHRRBRCNSA-N
C=C[C@@H]1C[C@@H](CC2)[C@@H](C[C@H]12)[C@@H](O)c3ccc(N)c(c34)ccc(c4)OC,1,1.0,1.0,1.0,1.0,1.0,NLSVQMSRBWNMRJ-AURVKEBCSA-N
C1C[C@@H](F)CN1C(=O)[C@@H](N)[C@@H]2CC[C@@H](CC2)NS(=O)(=O)c(cc3)ccc3OC(F)(F)F,1,1.0,1.0,1.0,1.0,1.0,KNNVYJYRCBIUSI-WVZRYYJFSA-N
CC(=O)c4sc(NC(=O)N[C@@H]1CN(C(C)=O)CC[C@H]1CN3CCC[C@@H](Cc2ccc(F)cc2)C3)nc4C,1,1.0,1.0,1.0,1.0,1.0,ZFRLEPMXXGKKBN-WPFOTENUSA-N
CC1CCCN1CCCOc1ccc(cc1)n1c(C)nc2c(c1=O)cccc2,1,1.0,1.0,1.0,1.0,1.0,MXIVVCAWALSKFR-UHFFFAOYSA-N
CCCC(=O)N1CCc2c(C1)nc(n2C1CC2CCC(C1)N2CCC(c1cccc(c1)F)NC(=O)C)C,1,1.0,1.0,1.0,1.0,1.0,GROFPPUYVVUDRM-UHFFFAOYSA-N
CCCCN(CC#CCCc1ccc(cc1)Cl)CC,1,1.0,1.0,1.0,1.0,1.0,YGAFPUBJDDBYJQ-UHFFFAOYSA-N
CCn1nc(cc1C1CCN(CC1)C[C@H]1CN(C[C@@H]1c1cccc(c1)F)[C@H](C(C)(C)C)C(=O)O)Cc1ccc(cc1)OC(F)(F)F,1,1.0,1.0,1.0,1.0,1.0,AWVSZEIDIPLFFV-LEFKNYOOSA-N
CCOc1ccc(c(c1)F)n1nc2c(c1C)c(C)nnc2N1CC(C1)OC,1,1.0,1.0,1.0,1.0,1.0,XCEJVZUIMKOKDS-UHFFFAOYSA-N
CN(C(=O)c1ccc(cc1F)Nc1ncc(c(n1)c1cnc(n1C(C)C)C)F)C,1,1.0,1.0,1.0,1.0,1.0,TYRDCYYKRYFRKP-UHFFFAOYSA-N
CN(C)CCN8CCN(c7ccc6nc(c1ccccc1)c(c5ccc(CN4CCC(c3nnc(c2ccccn2)[nH]3)CC4)cc5)nc6n7)CC8,1,1.0,1.0,1.0,1.0,1.0,NAYBWUJUMHRBBW-UHFFFAOYSA-N
CN(c1nc(c2ccccc2Cl)c2c(n1)N(C(=O)NC2)c1c(Cl)cccc1Cl)C,1,1.0,1.0,1.0,1.0,1.0,CRZAWXHEVHSCNI-UHFFFAOYSA-N
COC(=O)c1c(C)noc1c1ccc2c(n1)ccc(c2)CCN1CCCC1C,1,1.0,1.0,1.0,1.0,1.0,YYOMPWSMTVASEY-UHFFFAOYSA-N
COc1ccc(cc1)CN(c1ccccn1)CCN(C)C,1,1.0,1.0,1.0,1.0,1.0,YECBIJXISLIIDS-UHFFFAOYSA-N
COc1ccc2c(c1)c(CCN1CCC(CC1)NCc1ncc3c(c1)OCCO3)c(cn2)F,1,1.0,1.0,1.0,1.0,1.0,NYZLMSOMDMODPY-UHFFFAOYSA-N
COc1ccc2c(c1)N(CCN1CCC(CC1)NCc1ncc3c(c1)OCCO3)C(=O)CS2,1,1.0,1.0,1.0,1.0,1.0,YTJSACWQHCVCST-UHFFFAOYSA-N
Fc1ccc(cc1)N1CC(CC1=O)c1onc(n1)c1cccc(c1)C,1,1.0,1.0,1.0,1.0,1.0,IGUGPXBOXUANHO-UHFFFAOYSA-N
Fc1ccc2c(c1)nc(n(c2=O)c1ccc(cc1)OCCCN1CCCC1)C,1,1.0,1.0,1.0,1.0,1.0,LKAZFPWWTLHHFL-UHFFFAOYSA-N
Fc1cccc(c1)O[C@@H]1CN([C@H](C1)C(=O)N1CCCN(CC1)C1CCC1)C(=O)C,1,1.0,1.0,1.0,1.0,1.0,USNNNBJEPXKOFF-LEWJYISDSA-N
N#Cc1ccc(cc1)Cn1cncc1CNC1CCN(C1)C(=O)c1cncc(c1)Br,1,1.0,1.0,1.0,1.0,1.0,DXZIXKOCIQSMJW-UHFFFAOYSA-N
NC1=NC(C)(Sc2c1cccc2)c1cccc(c1)c1cncnc1,1,1.0,1.0,1.0,1.0,1.0,LDYSTRCMWIEPSN-UHFFFAOYSA-N
O=C(N1CCC(CC1)c1onc(n1)c1ccccc1C(F)(F)F)NC1CC1c1ccccc1,1,1.0,1.0,1.0,1.0,1.0,AEUILRDAXLSTHQ-UHFFFAOYSA-N
O=C(N1CCC(CC1)c1onc(n1)c1ccccn1)NC1CCc2c(C1)cccc2,1,1.0,1.0,1.0,1.0,1.0,BYFSZZCFOSXKJG-UHFFFAOYSA-N
O=C(Nc1ccc2c(c1)c(C)cc(n2)N1CCC(CC1)N1CCCC1)COc1ccc(cc1)OC(F)(F)F,1,1.0,1.0,1.0,1.0,1.0,ROIFDGZSVAMLHB-UHFFFAOYSA-N
OCC(C(=O)N1CCC(CC1)(CCN1[C@@H]2CC[C@@H]1C[C@@H](C2)n1c(C)nc2c1cccc2)c1ccccc1)(C)C,1,1.0,1.0,1.0,1.0,1.0,IBTNQJYKQQGHQP-KAYWLYCHSA-N
Fc1ccc2c(c1)onc2C1CCN(CC1)CCCOc1ccc(cc1)Cc1nc2c(o1)cccc2,1,1.0,1.0,1.0,1.0,1.0,DRXDGURYDDKZLG-UHFFFAOYSA-N
c1cccc(CO)c1S(=O)(=O)c(cc2)ccc2/C=C/c(cc3)ccc3F,1,1.0,1.0,1.0,1.0,1.0,FVPLZFJOCQVBPV-AATRIKPKSA-N
O(C(=O)C=1CN=C2C=1C=CC=C2)C1C[C@@H]2[NH+]3[C@@H](C1)CC(C2)C(=O)C3,1,1.0,1.0,1.0,1.0,1.0,TWTUKHSBMLITSH-CEUNDQEZSA-O
O=C1CN2C3CC1CC2C[C@@H](C3)OC(=O)c1c[nH]c2c1cccc2,1,1.0,1.0,1.0,1.0,1.0,UKTAZPQNNNJVKR-UHFFFAOYSA-N
